instance; execution; seed; number_of_tasks; cycle_time; iterations; restarts; solution; duration;
MITCHELL; 8; 1529311744; 21; 14; 600; 2; 8; 4.15669;
MITCHELL; 8; 1529311748; 21; 14; 600; 3; 8; 6.23505;
MITCHELL; 8; 1529311754; 21; 14; 600; 4; 8; 8.204;
MITCHELL; 8; 1529311763; 21; 14; 600; 5; 8; 11.1106;
MITCHELL; 8; 1529311774; 21; 14; 700; 1; 8; 2.42216;
MITCHELL; 8; 1529311776; 21; 14; 700; 2; 8; 5.10993;
MITCHELL; 8; 1529311781; 21; 14; 700; 3; 8; 7.29769;
MITCHELL; 8; 1529311789; 21; 14; 700; 4; 8; 10.1261;
MITCHELL; 8; 1529311799; 21; 14; 700; 5; 8; 11.8763;
MITCHELL; 8; 1529311811; 21; 14; 800; 1; 9; 2.54718;
MITCHELL; 8; 1529311813; 21; 14; 800; 2; 8; 5.76625;
MITCHELL; 8; 1529311819; 21; 14; 800; 3; 8; 8.71969;
MITCHELL; 8; 1529311828; 21; 14; 800; 4; 8; 10.673;
MITCHELL; 8; 1529311838; 21; 14; 800; 5; 8; 13.9234;
MITCHELL; 8; 1529311852; 21; 14; 900; 1; 8; 3.15658;
MITCHELL; 8; 1529311856; 21; 14; 900; 2; 8; 6.18817;
MITCHELL; 8; 1529311862; 21; 14; 900; 3; 8; 9.54789;
MITCHELL; 8; 1529311871; 21; 14; 900; 4; 8; 12.8608;
MITCHELL; 8; 1529311884; 21; 14; 900; 5; 8; 15.8767;
MITCHELL; 8; 1529311900; 21; 14; 1000; 1; 9; 3.82857;
MITCHELL; 8; 1529311904; 21; 14; 1000; 2; 8; 7.14142;
MITCHELL; 8; 1529311911; 21; 14; 1000; 3; 8; 10.7043;
MITCHELL; 8; 1529311922; 21; 14; 1000; 4; 8; 15.0485;
MITCHELL; 8; 1529311937; 21; 14; 1000; 5; 8; 19.2208;
MITCHELL; 8; 1529311956; 21; 35; 100; 1; 4; 0.26565;
MITCHELL; 8; 1529311956; 21; 35; 100; 2; 4; 0.531328;
MITCHELL; 8; 1529311957; 21; 35; 100; 3; 4; 0.79694;
MITCHELL; 8; 1529311958; 21; 35; 100; 4; 4; 1.01573;
MITCHELL; 8; 1529311959; 21; 35; 100; 5; 4; 1.28139;
MITCHELL; 8; 1529311960; 21; 35; 200; 1; 4; 0.515713;
MITCHELL; 8; 1529311960; 21; 35; 200; 2; 4; 1.03136;
MITCHELL; 8; 1529311962; 21; 35; 200; 3; 4; 1.5783;
MITCHELL; 8; 1529311963; 21; 35; 200; 4; 4; 2.09398;
MITCHELL; 8; 1529311965; 21; 35; 200; 5; 4; 2.96907;
MITCHELL; 8; 1529311968; 21; 35; 300; 1; 4; 0.734484;
MITCHELL; 8; 1529311969; 21; 35; 300; 2; 4; 1.71893;
MITCHELL; 8; 1529311971; 21; 35; 300; 3; 4; 2.45339;
MITCHELL; 8; 1529311973; 21; 35; 300; 4; 4; 3.12534;
MITCHELL; 8; 1529311976; 21; 35; 300; 5; 4; 3.98483;
MITCHELL; 8; 1529311980; 21; 35; 400; 1; 4; 1.04698;
MITCHELL; 8; 1529311981; 21; 35; 400; 2; 4; 2.40651;
MITCHELL; 8; 1529311984; 21; 35; 400; 3; 4; 3.25035;
MITCHELL; 8; 1529311987; 21; 35; 400; 4; 4; 4.32857;
MITCHELL; 8; 1529311991; 21; 35; 400; 5; 4; 6.07878;
MITCHELL; 8; 1529311997; 21; 35; 500; 1; 3; 1.54704;
MITCHELL; 8; 1529311999; 21; 35; 500; 2; 4; 2.65653;
MITCHELL; 8; 1529312002; 21; 35; 500; 3; 4; 4.45363;
MITCHELL; 8; 1529312006; 21; 35; 500; 4; 3; 5.60997;
MITCHELL; 8; 1529312012; 21; 35; 500; 5; 4; 7.01639;
MITCHELL; 8; 1529312019; 21; 35; 600; 1; 4; 1.48451;
MITCHELL; 8; 1529312020; 21; 35; 600; 2; 4; 3.09412;
MITCHELL; 8; 1529312023; 21; 35; 600; 3; 4; 5.39123;
MITCHELL; 8; 1529312029; 21; 35; 600; 4; 4; 7.20393;
MITCHELL; 8; 1529312036; 21; 35; 600; 5; 4; 8.46964;
MITCHELL; 8; 1529312044; 21; 35; 700; 1; 4; 1.81269;
MITCHELL; 8; 1529312046; 21; 35; 700; 2; 4; 3.96918;
MITCHELL; 8; 1529312050; 21; 35; 700; 3; 4; 6.18817;
MITCHELL; 8; 1529312056; 21; 35; 700; 4; 4; 7.89148;
MITCHELL; 8; 1529312064; 21; 35; 700; 5; 3; 9.62604;
MITCHELL; 8; 1529312074; 21; 35; 800; 1; 4; 2.09397;
MITCHELL; 8; 1529312076; 21; 35; 800; 2; 4; 4.31296;
MITCHELL; 8; 1529312080; 21; 35; 800; 3; 4; 6.71948;
MITCHELL; 8; 1529312087; 21; 35; 800; 4; 4; 9.53228;
MITCHELL; 8; 1529312097; 21; 35; 800; 5; 3; 10.5949;
MITCHELL; 8; 1529312107; 21; 35; 900; 1; 4; 2.59403;
MITCHELL; 8; 1529312110; 21; 35; 900; 2; 4; 4.98491;
MITCHELL; 8; 1529312115; 21; 35; 900; 3; 4; 8.25089;
MITCHELL; 8; 1529312123; 21; 35; 900; 4; 4; 10.0636;
MITCHELL; 8; 1529312133; 21; 35; 900; 5; 4; 12.5326;
MITCHELL; 8; 1529312146; 21; 35; 1000; 1; 4; 2.81279;
MITCHELL; 8; 1529312148; 21; 35; 1000; 2; 4; 6.20377;
MITCHELL; 8; 1529312155; 21; 35; 1000; 3; 4; 9.00097;
MITCHELL; 8; 1529312164; 21; 35; 1000; 4; 4; 11.2356;
MITCHELL; 8; 1529312175; 21; 35; 1000; 5; 4; 14.7516;
MITCHELL; 8; 1529312190; 21; 26; 100; 1; 5; 0.296937;
MITCHELL; 8; 1529312190; 21; 26; 100; 2; 5; 0.562549;
MITCHELL; 8; 1529312191; 21; 26; 100; 3; 5; 0.828215;
MITCHELL; 8; 1529312191; 21; 26; 100; 4; 5; 1.07824;
MITCHELL; 8; 1529312192; 21; 26; 100; 5; 5; 1.34389;
MITCHELL; 8; 1529312194; 21; 26; 200; 1; 5; 0.546964;
MITCHELL; 8; 1529312194; 21; 26; 200; 2; 5; 1.15637;
MITCHELL; 8; 1529312196; 21; 26; 200; 3; 5; 1.65646;
MITCHELL; 8; 1529312197; 21; 26; 200; 4; 5; 2.42214;
MITCHELL; 8; 1529312200; 21; 26; 200; 5; 5; 3.03158;
MITCHELL; 8; 1529312203; 21; 26; 300; 1; 5; 0.859496;
MITCHELL; 8; 1529312204; 21; 26; 300; 2; 5; 1.68768;
MITCHELL; 8; 1529312205; 21; 26; 300; 3; 5; 2.48462;
MITCHELL; 8; 1529312208; 21; 26; 300; 4; 5; 3.48477;
MITCHELL; 8; 1529312211; 21; 26; 300; 5; 5; 4.25046;
MITCHELL; 8; 1529312216; 21; 26; 400; 1; 5; 1.12512;
MITCHELL; 8; 1529312217; 21; 26; 400; 2; 5; 2.45338;
MITCHELL; 8; 1529312219; 21; 26; 400; 3; 5; 3.57851;
MITCHELL; 8; 1529312223; 21; 26; 400; 4; 5; 4.45361;
MITCHELL; 8; 1529312227; 21; 26; 400; 5; 5; 5.90689;
MITCHELL; 8; 1529312233; 21; 26; 500; 1; 5; 1.32823;
MITCHELL; 8; 1529312234; 21; 26; 500; 2; 5; 2.98469;
MITCHELL; 8; 1529312237; 21; 26; 500; 3; 5; 4.01609;
MITCHELL; 8; 1529312241; 21; 26; 500; 4; 5; 5.70374;
MITCHELL; 8; 1529312247; 21; 26; 500; 5; 5; 7.31332;
MITCHELL; 8; 1529312254; 21; 26; 600; 1; 5; 1.76582;
MITCHELL; 8; 1529312256; 21; 26; 600; 2; 5; 3.35974;
MITCHELL; 8; 1529312260; 21; 26; 600; 3; 5; 5.79749;
MITCHELL; 8; 1529312265; 21; 26; 600; 4; 5; 6.65697;
MITCHELL; 8; 1529312272; 21; 26; 600; 5; 5; 8.59468;
MITCHELL; 8; 1529312281; 21; 26; 700; 1; 5; 2.28152;
MITCHELL; 8; 1529312283; 21; 26; 700; 2; 5; 4.00046;
MITCHELL; 8; 1529312287; 21; 26; 700; 3; 5; 6.29753;
MITCHELL; 8; 1529312293; 21; 26; 700; 4; 5; 8.43841;
MITCHELL; 8; 1529312302; 21; 26; 700; 5; 5; 10.5012;
MITCHELL; 8; 1529312312; 21; 26; 800; 1; 5; 3.17219;
MITCHELL; 8; 1529312315; 21; 26; 800; 2; 5; 4.62553;
MITCHELL; 8; 1529312320; 21; 26; 800; 3; 5; 7.2039;
MITCHELL; 8; 1529312327; 21; 26; 800; 4; 5; 8.73532;
MITCHELL; 8; 1529312336; 21; 26; 800; 5; 5; 11.3606;
MITCHELL; 8; 1529312347; 21; 26; 900; 1; 5; 2.43773;
MITCHELL; 8; 1529312350; 21; 26; 900; 2; 5; 4.82867;
MITCHELL; 8; 1529312355; 21; 26; 900; 3; 5; 8.42276;
MITCHELL; 8; 1529312363; 21; 26; 900; 4; 5; 11.2825;
MITCHELL; 8; 1529312374; 21; 26; 900; 5; 5; 13.2983;
MITCHELL; 8; 1529312388; 21; 26; 1000; 1; 5; 2.76592;
MITCHELL; 8; 1529312390; 21; 26; 1000; 2; 5; 5.84441;
MITCHELL; 8; 1529312396; 21; 26; 1000; 3; 5; 8.86033;
MITCHELL; 8; 1529312405; 21; 26; 1000; 4; 5; 12.8451;
MITCHELL; 8; 1529312418; 21; 26; 1000; 5; 5; 14.6735;
WEE-MAG; 8; 1529312433; 75; 56; 100; 1; 32; 0.703233;
WEE-MAG; 8; 1529312433; 75; 56; 100; 2; 32; 1.37514;
WEE-MAG; 8; 1529312435; 75; 56; 100; 3; 32; 1.93768;
WEE-MAG; 8; 1529312437; 75; 56; 100; 4; 32; 2.59403;
WEE-MAG; 8; 1529312439; 75; 56; 100; 5; 31; 3.35976;
WEE-MAG; 8; 1529312443; 75; 56; 200; 1; 32; 1.40639;
WEE-MAG; 8; 1529312444; 75; 56; 200; 2; 31; 2.67216;
WEE-MAG; 8; 1529312447; 75; 56; 200; 3; 31; 4.09421;
WEE-MAG; 8; 1529312451; 75; 56; 200; 4; 32; 5.56313;
WEE-MAG; 8; 1529312456; 75; 56; 200; 5; 31; 7.11011;
WEE-MAG; 8; 1529312464; 75; 56; 300; 1; 32; 2.04712;
WEE-MAG; 8; 1529312466; 75; 56; 300; 2; 31; 4.62547;
WEE-MAG; 8; 1529312470; 75; 56; 300; 3; 31; 5.75062;
WEE-MAG; 8; 1529312476; 75; 56; 300; 4; 32; 8.26652;
WEE-MAG; 8; 1529312484; 75; 56; 300; 5; 31; 10.9855;
WEE-MAG; 8; 1529312495; 75; 56; 400; 1; 31; 2.70341;
WEE-MAG; 8; 1529312498; 75; 56; 400; 2; 31; 5.35996;
WEE-MAG; 8; 1529312503; 75; 56; 400; 3; 32; 8.29777;
WEE-MAG; 8; 1529312512; 75; 56; 400; 4; 31; 11.4856;
WEE-MAG; 8; 1529312523; 75; 56; 400; 5; 31; 13.5484;
WEE-MAG; 8; 1529312537; 75; 56; 500; 1; 31; 3.34408;
WEE-MAG; 8; 1529312540; 75; 56; 500; 2; 31; 6.7351;
WEE-MAG; 8; 1529312547; 75; 56; 500; 3; 31; 10.3605;
WEE-MAG; 8; 1529312557; 75; 56; 500; 4; 32; 13.9703;
WEE-MAG; 8; 1529312571; 75; 56; 500; 5; 31; 17.8769;
WEE-MAG; 8; 1529312589; 75; 56; 600; 1; 32; 4.12547;
WEE-MAG; 8; 1529312593; 75; 56; 600; 2; 32; 8.45404;
WEE-MAG; 8; 1529312602; 75; 56; 600; 3; 32; 12.1888;
WEE-MAG; 8; 1529312614; 75; 56; 600; 4; 31; 16.6112;
WEE-MAG; 8; 1529312630; 75; 56; 600; 5; 31; 20.9866;
WEE-MAG; 8; 1529312651; 75; 56; 700; 1; 32; 5.00057;
WEE-MAG; 8; 1529312656; 75; 56; 700; 2; 31; 9.28226;
WEE-MAG; 8; 1529312666; 75; 56; 700; 3; 31; 15.1891;
WEE-MAG; 8; 1529312681; 75; 56; 700; 4; 31; 18.9864;
WEE-MAG; 8; 1529312700; 75; 56; 700; 5; 30; 24.3933;
WEE-MAG; 8; 1529312724; 75; 56; 800; 1; 32; 4.96926;
WEE-MAG; 8; 1529312729; 75; 56; 800; 2; 31; 10.9543;
WEE-MAG; 8; 1529312740; 75; 56; 800; 3; 31; 17.455;
WEE-MAG; 8; 1529312758; 75; 56; 800; 4; 31; 21.7993;
WEE-MAG; 8; 1529312780; 75; 56; 800; 5; 31; 27.5498;
WEE-MAG; 8; 1529312807; 75; 56; 900; 1; 32; 6.90697;
WEE-MAG; 8; 1529312814; 75; 56; 900; 2; 31; 13.4702;
WEE-MAG; 8; 1529312828; 75; 56; 900; 3; 31; 20.2522;
WEE-MAG; 8; 1529312848; 75; 56; 900; 4; 31; 24.4089;
WEE-MAG; 8; 1529312872; 75; 56; 900; 5; 31; 29.8939;
WEE-MAG; 8; 1529312902; 75; 56; 1000; 1; 31; 7.28206;
WEE-MAG; 8; 1529312909; 75; 56; 1000; 2; 31; 14.3609;
WEE-MAG; 8; 1529312924; 75; 56; 1000; 3; 31; 21.8774;
WEE-MAG; 8; 1529312946; 75; 56; 1000; 4; 31; 28.1905;
WEE-MAG; 8; 1529312974; 75; 56; 1000; 5; 31; 35.2382;
WEE-MAG; 8; 1529313009; 75; 28; 100; 1; 63; 2.34398;
WEE-MAG; 8; 1529313011; 75; 28; 100; 2; 63; 4.75054;
WEE-MAG; 8; 1529313016; 75; 28; 100; 3; 63; 7.53207;
WEE-MAG; 8; 1529313024; 75; 28; 100; 4; 63; 9.4854;
WEE-MAG; 8; 1529313033; 75; 28; 100; 5; 63; 11.6916;
WEE-MAG; 8; 1529313045; 75; 28; 200; 1; 63; 4.23486;
WEE-MAG; 8; 1529313049; 75; 28; 200; 2; 63; 9.00097;
WEE-MAG; 8; 1529313058; 75; 28; 200; 3; 63; 12.2357;
WEE-MAG; 8; 1529313070; 75; 28; 200; 4; 63; 18.1582;
WEE-MAG; 8; 1529313089; 75; 28; 200; 5; 63; 22.6587;
WEE-MAG; 8; 1529313111; 75; 28; 300; 1; 63; 6.93823;
WEE-MAG; 8; 1529313118; 75; 28; 300; 2; 63; 13.5796;
WEE-MAG; 8; 1529313132; 75; 28; 300; 3; 63; 21.2367;
WEE-MAG; 8; 1529313153; 75; 28; 300; 4; 63; 27.878;
WEE-MAG; 8; 1529313181; 75; 28; 300; 5; 63; 35.0194;
WEE-MAG; 8; 1529313216; 75; 28; 400; 1; 63; 9.4698;
WEE-MAG; 8; 1529313225; 75; 28; 400; 2; 63; 17.1268;
WEE-MAG; 8; 1529313243; 75; 28; 400; 3; 63; 25.5184;
WEE-MAG; 8; 1529313268; 75; 28; 400; 4; 63; 36.6602;
WEE-MAG; 8; 1529313305; 75; 28; 400; 5; 63; 43.3641;
WEE-MAG; 8; 1529313348; 75; 28; 500; 1; 63; 9.82918;
WEE-MAG; 8; 1529313358; 75; 28; 500; 2; 63; 22.0649;
WEE-MAG; 8; 1529313380; 75; 28; 500; 3; 63; 33.7536;
WEE-MAG; 8; 1529313414; 75; 28; 500; 4; 63; 45.3643;
WEE-MAG; 8; 1529313459; 75; 28; 500; 5; 63; 54.084;
WEE-MAG; 8; 1529313513; 75; 28; 600; 1; 63; 11.8763;
WEE-MAG; 8; 1529313525; 75; 28; 600; 2; 63; 27.0967;
WEE-MAG; 8; 1529313552; 75; 28; 600; 3; 63; 36.4571;
WEE-MAG; 8; 1529313589; 75; 28; 600; 4; 63; 46.7707;
WEE-MAG; 8; 1529313635; 75; 28; 600; 5; 63; 64.9914;
WEE-MAG; 8; 1529313700; 75; 28; 700; 1; 63; 14.5953;
WEE-MAG; 8; 1529313715; 75; 28; 700; 2; 63; 29.6907;
WEE-MAG; 8; 1529313745; 75; 28; 700; 3; 63; 43.661;
WEE-MAG; 8; 1529313788; 75; 28; 700; 4; 63; 65.1789;
WEE-MAG; 8; 1529313854; 75; 28; 700; 5; 63; 77.2584;
WEE-MAG; 8; 1529313931; 75; 28; 800; 1; 63; 16.4236;
WEE-MAG; 8; 1529313947; 75; 28; 800; 2; 63; 34.9725;
WEE-MAG; 8; 1529313982; 75; 28; 800; 3; 63; 51.0524;
WEE-MAG; 8; 1529314033; 75; 28; 800; 4; 63; 70.3669;
WEE-MAG; 8; 1529314104; 75; 28; 800; 5; 63; 88.6815;
WEE-MAG; 8; 1529314192; 75; 28; 900; 1; 63; 21.0491;
WEE-MAG; 8; 1529314214; 75; 28; 900; 2; 63; 38.0979;
WEE-MAG; 8; 1529314252; 75; 28; 900; 3; 63; 55.4903;
WEE-MAG; 8; 1529314307; 75; 28; 900; 4; 63; 76.227;
WEE-MAG; 8; 1529314383; 75; 28; 900; 5; 63; 92.51;
WEE-MAG; 8; 1529314476; 75; 28; 1000; 1; 63; 20.4866;
WEE-MAG; 8; 1529314496; 75; 28; 1000; 2; 63; 38.801;
WEE-MAG; 8; 1529314535; 75; 28; 1000; 3; 63; 59.694;
WEE-MAG; 8; 1529314595; 75; 28; 1000; 4; 63; 81.7589;
WEE-MAG; 8; 1529314677; 75; 28; 1000; 5; 63; 107.183;
WEE-MAG; 8; 1529314784; 75; 36; 100; 1; 60; 1.64083;
WEE-MAG; 8; 1529314786; 75; 36; 100; 2; 60; 3.01595;
WEE-MAG; 8; 1529314789; 75; 36; 100; 3; 60; 4.73489;
WEE-MAG; 8; 1529314793; 75; 36; 100; 4; 60; 6.42254;
WEE-MAG; 8; 1529314800; 75; 36; 100; 5; 60; 7.93836;
WEE-MAG; 8; 1529314808; 75; 36; 200; 1; 60; 2.93781;
WEE-MAG; 8; 1529314811; 75; 36; 200; 2; 60; 6.21942;
WEE-MAG; 8; 1529314817; 75; 36; 200; 3; 60; 8.67281;
WEE-MAG; 8; 1529314826; 75; 36; 200; 4; 60; 12.0482;
WEE-MAG; 8; 1529314838; 75; 36; 200; 5; 60; 15.5173;
WEE-MAG; 8; 1529314853; 75; 36; 300; 1; 60; 4.4692;
WEE-MAG; 8; 1529314858; 75; 36; 300; 2; 60; 9.21974;
WEE-MAG; 8; 1529314867; 75; 36; 300; 3; 60; 13.9078;
WEE-MAG; 8; 1529314881; 75; 36; 300; 4; 60; 17.7832;
WEE-MAG; 8; 1529314898; 75; 36; 300; 5; 60; 22.2837;
WEE-MAG; 8; 1529314921; 75; 36; 400; 1; 60; 6.36009;
WEE-MAG; 8; 1529314927; 75; 36; 400; 2; 60; 10.8918;
WEE-MAG; 8; 1529314938; 75; 36; 400; 3; 60; 17.5019;
WEE-MAG; 8; 1529314956; 75; 36; 400; 4; 60; 24.0495;
WEE-MAG; 8; 1529314980; 75; 36; 400; 5; 60; 30.2376;
WEE-MAG; 8; 1529315010; 75; 36; 500; 1; 60; 7.78212;
WEE-MAG; 8; 1529315018; 75; 36; 500; 2; 60; 14.6578;
WEE-MAG; 8; 1529315032; 75; 36; 500; 3; 60; 21.1585;
WEE-MAG; 8; 1529315053; 75; 36; 500; 4; 60; 27.8468;
WEE-MAG; 8; 1529315081; 75; 36; 500; 5; 60; 35.8164;
WEE-MAG; 8; 1529315117; 75; 36; 600; 1; 60; 10.1105;
WEE-MAG; 8; 1529315127; 75; 36; 600; 2; 60; 17.2675;
WEE-MAG; 8; 1529315145; 75; 36; 600; 3; 60; 26.7373;
WEE-MAG; 8; 1529315171; 75; 36; 600; 4; 60; 32.6129;
WEE-MAG; 8; 1529315204; 75; 36; 600; 5; 60; 43.4891;
WEE-MAG; 8; 1529315247; 75; 36; 700; 1; 60; 9.73541;
WEE-MAG; 8; 1529315257; 75; 36; 700; 2; 60; 20.6741;
WEE-MAG; 8; 1529315278; 75; 36; 700; 3; 60; 30.5815;
WEE-MAG; 8; 1529315308; 75; 36; 700; 4; 60; 43.0202;
WEE-MAG; 8; 1529315351; 75; 36; 700; 5; 60; 49.7866;
WEE-MAG; 8; 1529315401; 75; 36; 800; 1; 60; 10.8293;
WEE-MAG; 8; 1529315412; 75; 36; 800; 2; 60; 21.5428;
WEE-MAG; 8; 1529315434; 75; 36; 800; 3; 60; 35.0819;
WEE-MAG; 8; 1529315469; 75; 36; 800; 4; 60; 46.3332;
WEE-MAG; 8; 1529315515; 75; 36; 800; 5; 60; 58.8032;
WEE-MAG; 8; 1529315574; 75; 36; 900; 1; 60; 12.6732;
WEE-MAG; 8; 1529315587; 75; 36; 900; 2; 60; 27.2529;
WEE-MAG; 8; 1529315614; 75; 36; 900; 3; 60; 40.2075;
WEE-MAG; 8; 1529315654; 75; 36; 900; 4; 60; 53.834;
WEE-MAG; 8; 1529315708; 75; 36; 900; 5; 60; 66.0227;
WEE-MAG; 8; 1529315774; 75; 36; 1000; 1; 60; 13.689;
WEE-MAG; 8; 1529315788; 75; 36; 1000; 2; 60; 29.05;
WEE-MAG; 8; 1529315817; 75; 36; 1000; 3; 60; 42.3639;
WEE-MAG; 8; 1529315859; 75; 36; 1000; 4; 60; 56.3967;
WEE-MAG; 8; 1529315915; 75; 36; 1000; 5; 60; 69.8825;
WEE-MAG; 8; 1529315985; 75; 54; 100; 1; 32; 0.671947;
WEE-MAG; 8; 1529315986; 75; 54; 100; 2; 32; 1.29704;
WEE-MAG; 8; 1529315987; 75; 54; 100; 3; 32; 2.03144;
WEE-MAG; 8; 1529315989; 75; 54; 100; 4; 32; 2.73467;
WEE-MAG; 8; 1529315992; 75; 54; 100; 5; 32; 3.6723;
WEE-MAG; 8; 1529315996; 75; 54; 200; 1; 32; 1.39077;
WEE-MAG; 8; 1529315997; 75; 54; 200; 2; 32; 3.00032;
WEE-MAG; 8; 1529316000; 75; 54; 200; 3; 32; 4.26606;
WEE-MAG; 8; 1529316005; 75; 54; 200; 4; 31; 5.40683;
WEE-MAG; 8; 1529316010; 75; 54; 200; 5; 32; 7.11017;
WEE-MAG; 8; 1529316017; 75; 54; 300; 1; 32; 1.95334;
WEE-MAG; 8; 1529316019; 75; 54; 300; 2; 32; 4.39107;
WEE-MAG; 8; 1529316023; 75; 54; 300; 3; 31; 6.31321;
WEE-MAG; 8; 1529316030; 75; 54; 300; 4; 32; 8.51651;
WEE-MAG; 8; 1529316038; 75; 54; 300; 5; 31; 10.5324;
WEE-MAG; 8; 1529316049; 75; 54; 400; 1; 32; 2.79716;
WEE-MAG; 8; 1529316052; 75; 54; 400; 2; 31; 5.51625;
WEE-MAG; 8; 1529316057; 75; 54; 400; 3; 32; 8.43838;
WEE-MAG; 8; 1529316066; 75; 54; 400; 4; 32; 11.5481;
WEE-MAG; 8; 1529316077; 75; 54; 400; 5; 31; 13.7671;
WEE-MAG; 8; 1529316091; 75; 54; 500; 1; 32; 3.59417;
WEE-MAG; 8; 1529316094; 75; 54; 500; 2; 32; 6.90699;
WEE-MAG; 8; 1529316101; 75; 54; 500; 3; 31; 10.7043;
WEE-MAG; 8; 1529316112; 75; 54; 500; 4; 32; 14.8766;
WEE-MAG; 8; 1529316127; 75; 54; 500; 5; 32; 17.7676;
WEE-MAG; 8; 1529316145; 75; 54; 600; 1; 32; 4.32859;
WEE-MAG; 8; 1529316149; 75; 54; 600; 2; 32; 9.15724;
WEE-MAG; 8; 1529316158; 75; 54; 600; 3; 32; 13.5639;
WEE-MAG; 8; 1529316172; 75; 54; 600; 4; 32; 17.33;
WEE-MAG; 8; 1529316189; 75; 54; 600; 5; 31; 21.9867;
WEE-MAG; 8; 1529316211; 75; 54; 700; 1; 32; 5.21932;
WEE-MAG; 8; 1529316216; 75; 54; 700; 2; 32; 9.89169;
WEE-MAG; 8; 1529316226; 75; 54; 700; 3; 31; 14.5953;
WEE-MAG; 8; 1529316241; 75; 54; 700; 4; 31; 20.8616;
WEE-MAG; 8; 1529316262; 75; 54; 700; 5; 31; 25.4715;
WEE-MAG; 8; 1529316287; 75; 54; 800; 1; 32; 5.79748;
WEE-MAG; 8; 1529316293; 75; 54; 800; 2; 32; 11.1419;
WEE-MAG; 8; 1529316304; 75; 54; 800; 3; 32; 17.33;
WEE-MAG; 8; 1529316322; 75; 54; 800; 4; 32; 22.7212;
WEE-MAG; 8; 1529316344; 75; 54; 800; 5; 31; 28.4875;
WEE-MAG; 8; 1529316373; 75; 54; 900; 1; 31; 6.11006;
WEE-MAG; 8; 1529316379; 75; 54; 900; 2; 32; 12.8139;
WEE-MAG; 8; 1529316392; 75; 54; 900; 3; 32; 20.721;
WEE-MAG; 8; 1529316412; 75; 54; 900; 4; 31; 26.1278;
WEE-MAG; 8; 1529316439; 75; 54; 900; 5; 31; 32.1441;
WEE-MAG; 8; 1529316471; 75; 54; 1000; 1; 32; 7.34452;
WEE-MAG; 8; 1529316478; 75; 54; 1000; 2; 32; 15.0017;
WEE-MAG; 8; 1529316493; 75; 54; 1000; 3; 32; 21.8617;
WEE-MAG; 8; 1529316515; 75; 54; 1000; 4; 31; 28.2375;
WEE-MAG; 8; 1529316543; 75; 54; 1000; 5; 32; 36.8477;
MERTENS; 9; 1529316580; 7; 6; 100; 1; 6; 0.203175;
MERTENS; 9; 1529316580; 7; 6; 100; 2; 6; 0.468757;
MERTENS; 9; 1529316581; 7; 6; 100; 3; 6; 0.703201;
MERTENS; 9; 1529316581; 7; 6; 100; 4; 6; 0.921991;
MERTENS; 9; 1529316582; 7; 6; 100; 5; 6; 1.09384;
MERTENS; 9; 1529316584; 7; 6; 200; 1; 6; 0.46883;
MERTENS; 9; 1529316584; 7; 6; 200; 2; 6; 0.921943;
MERTENS; 9; 1529316585; 7; 6; 200; 3; 6; 1.3908;
MERTENS; 9; 1529316586; 7; 6; 200; 4; 6; 1.82829;
MERTENS; 9; 1529316588; 7; 6; 200; 5; 6; 2.2815;
MERTENS; 9; 1529316590; 7; 6; 300; 1; 6; 0.65632;
MERTENS; 9; 1529316591; 7; 6; 300; 2; 6; 1.29704;
MERTENS; 9; 1529316592; 7; 6; 300; 3; 6; 2.12523;
MERTENS; 9; 1529316595; 7; 6; 300; 4; 6; 2.62527;
MERTENS; 9; 1529316597; 7; 6; 300; 5; 6; 3.4535;
MERTENS; 9; 1529316601; 7; 6; 400; 1; 6; 0.87506;
MERTENS; 9; 1529316601; 7; 6; 400; 2; 6; 1.70331;
MERTENS; 9; 1529316603; 7; 6; 400; 3; 6; 2.79717;
MERTENS; 9; 1529316606; 7; 6; 400; 4; 6; 3.46915;
MERTENS; 9; 1529316609; 7; 6; 400; 5; 6; 4.39107;
MERTENS; 9; 1529316614; 7; 6; 500; 1; 6; 1.14078;
MERTENS; 9; 1529316615; 7; 6; 500; 2; 6; 2.20339;
MERTENS; 9; 1529316617; 7; 6; 500; 3; 6; 3.28163;
MERTENS; 9; 1529316621; 7; 6; 500; 4; 6; 4.4536;
MERTENS; 9; 1529316625; 7; 6; 500; 5; 6; 5.70377;
MERTENS; 9; 1529316631; 7; 6; 600; 1; 6; 1.40641;
MERTENS; 9; 1529316632; 7; 6; 600; 2; 6; 2.60963;
MERTENS; 9; 1529316635; 7; 6; 600; 3; 6; 3.96918;
MERTENS; 9; 1529316639; 7; 6; 600; 4; 6; 5.34435;
MERTENS; 9; 1529316644; 7; 6; 600; 5; 6; 6.65697;
MERTENS; 9; 1529316651; 7; 6; 700; 1; 6; 1.48456;
MERTENS; 9; 1529316652; 7; 6; 700; 2; 6; 3.0003;
MERTENS; 9; 1529316655; 7; 6; 700; 3; 6; 4.75055;
MERTENS; 9; 1529316660; 7; 6; 700; 4; 6; 6.40691;
MERTENS; 9; 1529316666; 7; 6; 700; 5; 6; 7.98527;
MERTENS; 9; 1529316674; 7; 6; 800; 1; 6; 1.73456;
MERTENS; 9; 1529316676; 7; 6; 800; 2; 6; 3.42223;
MERTENS; 9; 1529316680; 7; 6; 800; 3; 6; 5.42249;
